País	Produto	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
Nigéria	Vinho	$0,00	$0,00	$10.920,00	$115,00	$0,00	$210,00	$10.196,00	$2.245,00	$0,00	$0,00	$0,00	$0,00	$6.250,00	$38.555,00	$26.514,00	$113.172,00
Noruega	Vinho	$0,00	$10.044,00	$0,00	$0,00	$0,00	$78.688,00	$31.515,00	$19.008,00	$50.464,00	$6.021,00	$0,00	$0,00	$9.847,00	$3.139,00	$15.134,00	$8.320,00
Nova Caledônia	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$11.924,00
Nova Zelândia	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$7.992,00	$8.817,00	$4.092,00	$13.675,00	$3.476,00	$9.472,00	$8.140,00	$5.565,00	$2.832,00	$515,00	$10.477,00
Países Baixos	Vinho	$1.898,00	$364.751,00	$783.635,00	$136.991,00	$302.182,00	$395.356,00	$539.641,00	$255.690,00	$773.767,00	$186.464,00	$190.203,00	$0,00	$32.395,00	$148.031,00	$1.532,00	$8.484,00
Panamá	Vinho	$55,00	$1.030,00	$1.882,00	$30,00	$0,00	$0,00	$2.262,00	$0,00	$0,00	$0,00	$0,00	$0,00	$3.117,00	$29.017,00	$28.372,00	$48.444,00
Paraguai	Vinho	$873.636,00	$801.519,00	$1.374.088,00	$392.087,00	$449.197,00	$276.281,00	$428.279,00	$680.828,00	$908.028,00	$741.370,00	$1.655.417,00	$4.274.650,00	$5.494.321,00	$3.826.587,00	$3.869.243,00	$7.192.362,00
Peru	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$19.372,00	$17.310,00	$0,00	$17.107,00
Polônia	Vinho	$0,00	$0,00	$58.353,00	$35.797,00	$95.198,00	$50.684,00	$89.158,00	$90.960,00	$107.957,00	$42.781,00	$35.402,00	$0,00	$4.679,00	$11,00	$86,00	$14,00
Porto Rico	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00
Portugal	Vinho	$13.200,00	$165.282,00	$48.942,00	$168.923,00	$18.970,00	$1.031,00	$47.022,00	$17.627,00	$79.141,00	$42.586,00	$0,00	$0,00	$0,00	$72.413,00	$34.518,00	$42.633,00
Quênia	Vinho	$15.069,00	$13.860,00	$0,00	$0,00	$0,00	$0,00	$458,00	$4,00	$0,00	$0,00	$0,00	$0,00	$31.225,00	$0,00	$0,00	$0,00
Reino Unido	Vinho	$49.826,00	$144.244,00	$155.076,00	$68.788,00	$295.690,00	$285.642,00	$334.856,00	$305.005,00	$1.373.747,00	$308.407,00	$536.681,00	$242.883,00	$296.827,00	$164.592,00	$82.722,00	$122.394,00
República Dominicana	Vinho	$0,00	$2.438,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00
Rússia	Vinho	$164.744,00	$173.160,00	$2.352.768,00	$5.732.280,00	$0,00	$0,00	$2.103.968,00	$14.795.694,00	$61.440,00	$18.240,00	$0,00	$0,00	$0,00	$0,00	$8.550,00	$312.926,00
São Tomé e Príncipe	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$2.357,00	$0,00	$0,00	$0,00
São Vicente e Granadinas	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$48,00
Senegal	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00
Serra Leoa	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$717,00	$13.050,00	$12.955,00
Singapura	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$14.346,00
Suazilândia	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$24,00
Suécia	Vinho	$12.000,00	$2.448,00	$84.564,00	$52.826,00	$0,00	$14.476,00	$17.280,00	$20.183,00	$51.057,00	$6.404,00	$1.214,00	$64.953,00	$34.563,00	$761,00	$24,00	$74,00
Suíça	Vinho	$305.131,00	$70.716,00	$216.317,00	$81.319,00	$21.600,00	$0,00	$47.240,00	$29.785,00	$231.762,00	$85.790,00	$33.340,00	$74.816,00	$0,00	$28.503,00	$27.930,00	$6.999,00
Suriname	Vinho	$2.325,00	$4.603,00	$1.625,00	$12.918,00	$1.269,00	$3.735,00	$1.288,00	$2.960,00	$19,00	$713,00	$1.375,00	$5.638,00	$0,00	$4.741,00	$5.277,00	$1.472,00
Tailândia	Vinho	$0,00	$2.020,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$45,00	$832,00	$1.753,00	$2.529,00
Taiwan (FORMOSA)	Vinho	$0,00	$11.214,00	$18.679,00	$0,00	$0,00	$10.600,00	$0,00	$0,00	$67.907,00	$23.940,00	$80.379,00	$43.954,00	$18.421,00	$67,00	$4.673,00	$8.153,00
Tanzânia	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00
Tcheca, República	Vinho	$105.576,00	$189.620,00	$64.709,00	$43.902,00	$5.285,00	$37.271,00	$27.789,00	$23.549,00	$35.005,00	$15.304,00	$28.473,00	$16.947,00	$20.980,00	$16.391,00	$4.805,00	$5.988,00
Togo	Vinho	$21,00	$11,00	$7.800,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$2.012,00
Trinidade Tobago	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$2.720,00	$0,00	$1.600,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00
Tunísia	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00
Turquia	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$150,00	$209,00	$0,00	$878,00
Tuvalu	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$4,00	$0,00
Uruguai	Vinho	$1.685,00	$0,00	$0,00	$0,00	$2.929,00	$4.404,00	$3.879,00	$13.343,00	$0,00	$0,00	$0,00	$0,00	$29.617,00	$18.497,00	$0,00	$149.842,00
Vanuatu	Vinho	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$31,00	$0,00
Venezuela	Vinho	$0,00	$27.370,00	$0,00	$0,00	$0,00	$0,00	$7.492,00	$0,00	$232,00	$0,00	$0,00	$2.646,00	$355,00	$0,00	$9.808,00	$35.944,00
Vietnã	Vinho	$2.362,00	$0,00	$0,00	$2.143,00	$9.977,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$0,00	$32,00	$584,00	$0,00
